
new	1684426929	r500d25_5	1958562452028
new	1684426930	r500d25_4	32243685124
new	1684426931	r500d25_1	2334062025
new	1684426932	r500d25_3	1360409776
new	1684426936	r500d25_2	5197752443
new	1684426936	r100d10_5	169679676012
new	1684426937	r100d10_4	2845121466
new	1684426937	r100d10_3	366133654
new	1684426937	r100d10_2	3141724160
new	1684426937	r100d10_1	4730466931
new	1684426938	r300d20_3	877071640
new	1684426938	r300d20_2	4050935927
new	1684426939	r300d20_1	5103490499
new	1684426939	r300d20_5	684965440026
new	1684426940	r300d20_4	13578197581
new	1684426940	r200d15_5	197112400025
new	1684426941	r200d15_3	754377703
new	1684426941	r200d15_2	3011147540
new	1684426941	r200d15_1	4249968206
new1	1684427608	r500d25_5	1958562452028
new1	1684427609	r500d25_4	32243685124
new1	1684427610	r500d25_1	2334062025
new1	1684427611	r500d25_3	1360409776
new1	1684427615	r500d25_2	5197752443
new1	1684427615	r100d10_5	169679676012
new1	1684427616	r100d10_4	2845121466
new1	1684427616	r100d10_3	366133654
new1	1684427616	r100d10_2	3141724160
new1	1684427616	r100d10_1	4730466931
new1	1684427617	r300d20_3	877071640
new1	1684427617	r300d20_2	4050935927
new1	1684427618	r300d20_1	5103490499
new1	1684427618	r300d20_5	684965440026
new1	1684427619	r300d20_4	13578197581
new1	1684427619	r200d15_5	197112400025
new1	1684427620	r200d15_3	754377703
new1	1684427620	r200d15_2	3011147540
new1	1684427620	r200d15_1	4249968206
new1	1684440587	r500d25_5	1958562452028
new1	1684440602	r500d25_5	1958562452028
new1	1684440677	r500d25_2	5197752443
new1	1684440997	r500d25_2	5197752443
new1	1684441013	r500d25_5	1958562452028
new1	1684441023	r500d25_5	1958562452028
new1	1684441023	r500d25_4	32243685124
new1	1684441024	r500d25_1	2334062025
new1	1684441025	r500d25_3	1360409776
new1	1684441029	r500d25_2	5197752443
new1	1684441030	r100d10_5	169679676012
new1	1684441030	r100d10_4	2845121466
new1	1684441030	r100d10_3	366133654
new1	1684441030	r100d10_2	3141724160
new1	1684441031	r100d10_1	4730466931
new1	1684441031	r300d20_3	877071640
new1	1684441032	r300d20_2	4050935927
new1	1684441032	r300d20_1	5103490499
new1	1684441033	r300d20_5	684965440026
new1	1684441033	r300d20_4	13578197581
new1	1684441034	r200d15_5	197112400025
new1	1684441034	r200d15_3	754377703
new1	1684441034	r200d15_2	3011147540
new1	1684441035	r200d15_1	4249968206
